SA1_7DIGITCODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
2137425,0,0,0,0,0,0,0,0,0,8,0,0,9,0,3,3,7,3,0,12
2137426,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,3,3,0,9
2137427,0,0,0,0,0,0,0,0,0,5,10,0,17,0,0,0,17,0,0,19
2137428,0,0,0,0,0,0,0,0,0,8,3,0,12,0,0,0,12,4,0,22
2137429,0,0,0,0,0,0,0,0,0,12,9,0,19,0,0,0,19,9,0,31
2137430,0,0,0,0,0,0,0,0,0,5,3,0,9,0,0,0,9,5,0,15
2137431,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,0,6,12,0,20
2137432,0,0,0,0,0,0,0,0,0,8,10,0,11,0,3,0,20,4,0,19
2137433,0,0,0,0,0,0,0,0,0,6,6,0,11,0,0,0,15,3,0,13
2137434,0,0,0,0,0,0,0,0,0,8,7,0,19,0,3,3,23,10,0,29
2137435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137436,0,0,0,0,0,0,0,0,0,10,4,0,12,0,0,0,12,17,0,31
2137437,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,9,3,0,13
2137438,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,8,0,13
2137439,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,0,7,0,0,5
2137440,0,3,0,0,0,3,0,0,3,0,0,0,3,0,0,0,3,5,0,6
2137441,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,7
2137442,0,0,0,0,0,0,0,0,0,10,12,0,15,0,0,0,15,14,0,28
2137443,0,0,0,0,0,0,0,0,0,8,4,0,13,0,0,0,13,0,0,11
2137444,0,0,0,0,0,0,0,0,0,29,21,0,49,0,8,5,59,27,0,81
2137445,0,0,0,0,0,0,0,0,0,10,9,0,16,0,0,0,16,3,0,20
2137446,0,0,0,0,0,0,0,0,0,5,6,0,17,0,0,0,17,3,0,14
2137447,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,8,7,0,16
2137448,0,0,0,0,0,0,0,0,0,11,12,0,30,0,3,3,33,11,0,50
2137449,0,0,0,0,0,0,0,0,0,5,8,0,13,0,0,0,17,8,0,19
2137450,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,0,15,9,0,24
2137451,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,0,15,3,0,19
2137452,0,0,0,0,0,0,0,0,0,3,5,0,9,0,0,0,15,0,0,16
2137453,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,3,0,11
2137454,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,6
2137455,0,0,0,0,0,3,0,0,3,11,9,0,24,0,0,0,26,7,0,27
2137501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137502,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,3,0,9
2137503,0,0,0,0,0,0,0,0,0,7,0,3,13,0,0,0,13,3,0,17
2137504,0,0,0,0,0,0,0,0,0,11,5,0,15,0,0,0,15,8,0,29
2137505,0,0,0,0,0,0,3,0,3,6,7,0,10,0,3,0,18,7,0,26
2137506,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,13,9,0,18
2137507,0,0,0,0,0,0,0,0,0,14,8,0,18,5,0,5,26,3,0,26
2137508,0,0,0,0,0,0,0,0,0,5,5,0,17,0,0,0,19,11,0,28
2137509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137510,0,0,0,0,0,0,0,0,0,3,5,0,11,0,0,0,12,20,0,31
2137511,0,0,0,0,0,0,0,0,0,10,9,0,17,0,0,5,16,9,0,27
2137512,0,0,0,0,0,0,3,0,3,12,4,3,22,0,0,0,17,8,0,28
2137513,0,0,0,0,0,0,0,0,0,3,8,0,13,0,0,0,13,7,0,18
2137514,0,0,0,0,0,0,0,0,0,3,3,3,6,0,3,3,7,8,0,13
2137515,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,0,15,10,0,27
2137516,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,10,3,0,8
2137517,0,0,0,0,0,0,0,0,0,11,6,0,22,0,0,3,18,13,0,29
2137518,0,0,0,0,0,0,0,0,0,3,4,3,15,0,0,0,12,8,0,21
2137519,0,0,0,0,0,0,0,0,0,12,7,0,17,0,0,0,14,3,0,21
2137520,0,0,0,0,0,0,0,0,0,3,9,0,14,0,0,0,15,13,0,27
2137521,0,0,0,0,0,0,0,0,0,6,5,3,10,0,0,0,14,5,0,21
2137522,0,0,0,0,0,0,0,0,0,16,4,0,20,0,0,0,22,6,0,27
2137523,0,0,0,0,0,0,0,0,0,13,5,0,20,0,0,0,23,6,0,31
2137524,0,0,0,0,0,0,0,0,4,16,10,0,18,0,0,0,22,25,0,50
2137525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137526,0,0,0,0,0,0,0,0,0,11,7,0,17,0,0,0,14,7,0,27
2137527,0,0,0,0,0,0,0,0,3,5,5,0,12,0,0,0,11,9,0,22
2137528,0,0,0,0,0,0,0,0,3,6,8,0,14,0,0,3,20,4,0,28
2137529,0,0,0,0,0,0,0,0,0,10,10,0,16,0,0,0,16,4,0,20
2137530,0,0,0,0,0,0,0,0,0,4,3,0,6,0,4,4,11,9,0,14
2137531,0,0,0,0,0,0,0,0,0,11,3,0,11,3,0,3,12,5,0,20
2137532,0,0,0,0,0,0,0,0,0,7,3,0,11,0,0,0,12,8,0,17
2137533,0,0,0,0,0,0,0,0,0,5,10,0,15,0,5,5,19,5,0,23
2137534,0,0,0,0,0,0,0,0,0,4,3,0,8,3,0,3,10,9,0,23
2137535,0,0,0,0,0,0,0,0,0,6,4,0,17,4,0,4,13,10,0,26
2137536,0,0,0,0,0,0,0,0,0,3,4,4,12,0,0,0,16,7,0,21
2137537,0,0,0,0,0,0,0,0,0,7,5,3,17,0,0,0,19,8,0,28
2137538,0,0,0,0,0,0,0,0,0,7,3,0,12,0,0,0,10,20,0,37
2137539,0,0,0,0,0,0,0,0,0,10,14,0,18,3,0,7,28,13,0,41
2137540,0,0,0,0,0,0,0,0,0,9,5,0,13,0,3,4,20,19,0,37
2137541,0,0,0,0,0,0,0,0,0,9,11,0,22,0,0,0,18,15,0,39
2137601,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,9,6,0,12
2137603,0,0,0,0,0,0,0,0,0,23,16,0,36,0,4,4,43,15,0,58
2137604,0,0,0,0,0,0,0,0,0,6,10,0,12,0,0,3,17,3,0,22
2137605,0,0,0,0,0,0,0,0,0,19,4,3,26,0,0,3,26,10,0,32
2137606,0,0,0,0,0,0,0,0,0,14,7,0,22,0,0,3,24,8,0,29
2137607,0,0,0,0,0,0,0,0,0,7,3,0,15,0,0,0,16,3,0,17
2137608,0,0,0,0,0,0,0,0,0,3,7,0,10,0,0,0,10,8,0,14
2137609,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,7
2137610,0,0,0,0,0,0,0,0,0,9,5,0,12,0,0,0,12,6,0,18
2137611,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,9,7,0,14
2137612,0,0,0,0,0,0,0,0,0,8,3,0,10,0,0,0,13,7,0,22
2137613,0,0,0,0,0,0,0,0,0,8,7,0,13,0,0,0,13,14,0,30
2137614,0,0,0,0,0,0,0,0,0,11,5,0,13,0,0,0,13,10,0,24
2137615,0,0,0,0,0,0,0,0,0,6,10,4,13,0,0,0,15,3,0,19
2137616,0,0,0,0,0,0,0,0,0,3,3,0,14,0,0,0,14,0,0,11
2137618,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,9,0,0,9
2137619,0,0,0,0,0,0,0,0,0,13,9,0,14,0,0,0,18,7,0,30
2137620,0,0,0,0,0,0,0,0,0,8,9,3,16,0,0,3,19,8,0,30
2137621,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,8,8,0,14
2137622,0,0,0,0,0,0,0,0,0,4,9,0,12,0,0,0,13,4,0,11
2137623,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6
2137624,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
2137625,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,8,3,0,12
2137626,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,11,3,0,13
2137627,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,6
2137628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137631,0,0,0,0,0,0,0,0,0,6,3,0,12,3,0,4,16,4,0,26
2137632,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,5
2137701,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,12,9,0,21
2137702,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,10,3,0,16
2137703,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,4,0,14
2137704,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,10,5,0,13
2137705,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,10,0,0,13
2137706,0,0,0,0,0,0,0,0,0,7,6,0,7,0,0,0,7,3,0,12
2137707,0,0,0,0,0,0,0,0,0,13,4,0,16,0,0,3,19,9,0,24
2137708,0,0,0,0,0,0,0,0,0,9,3,0,11,0,0,0,10,6,0,19
2137709,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,10
2137710,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,3,0,10
2137711,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,3,0,14
2137712,0,0,0,0,0,0,0,0,0,10,12,0,22,0,0,0,23,7,0,34
2137713,0,0,0,0,0,0,0,0,0,3,4,0,11,0,0,0,10,10,0,20
2137714,0,0,0,0,0,0,0,0,0,11,5,0,12,0,0,0,12,15,0,27
2137715,0,0,0,0,0,0,0,0,0,5,4,0,7,0,0,0,7,10,0,22
2137716,0,0,0,0,0,0,0,0,0,7,10,0,20,0,0,0,23,10,0,39
2137717,0,0,0,0,0,0,0,0,0,6,0,0,10,0,0,0,10,3,0,9
2137718,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,3,0,15
2137719,0,0,0,0,0,0,0,0,0,11,5,0,14,0,0,0,18,3,0,22
2137720,0,0,0,0,0,0,0,0,0,3,6,0,9,0,0,0,9,7,0,18
2137721,0,0,0,0,0,0,0,0,0,3,10,0,12,0,0,3,13,6,0,24
2137722,0,0,0,0,0,0,0,0,0,6,4,0,9,0,0,0,12,9,0,15
2137723,0,0,0,0,0,0,0,0,0,5,10,0,15,0,0,0,10,3,0,14
2137724,0,0,0,0,0,0,0,0,0,3,3,0,12,0,0,3,12,13,0,23
2137725,0,0,0,0,0,0,0,0,0,10,17,0,23,0,0,0,24,14,0,34
2137801,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,7,3,0,7
2137802,0,0,0,0,0,0,0,0,0,5,3,0,12,0,0,0,12,0,0,8
2137803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9
2137804,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
2137805,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
2137806,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,5,11,0,14
2137807,0,0,0,0,0,0,0,0,0,7,13,0,16,0,0,0,16,0,0,19
2137808,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,0,11
2137809,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,3
2137810,0,0,0,0,0,0,0,0,0,3,4,3,8,0,0,0,8,3,0,13
2137811,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
2137812,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,8,0,0,13
2137813,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
2137814,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,8,0,0,10
2137815,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,3
2137816,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,3
2137817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2137818,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,0,3
2137901,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,8,8,0,15
2137902,0,0,0,0,0,0,0,0,3,9,14,0,26,0,3,5,29,26,3,56
2137903,0,0,0,0,0,0,0,0,0,9,10,0,20,0,0,0,17,31,0,48
2137904,0,0,0,0,0,0,0,0,0,3,6,0,11,0,3,3,15,22,0,42
2137905,0,0,0,0,0,0,0,0,0,6,5,0,13,0,0,0,12,8,0,21
2137906,0,0,0,0,3,3,0,0,3,12,26,0,40,0,0,4,46,34,0,79
2137907,0,0,0,0,0,0,0,0,5,7,7,0,21,0,0,0,21,19,0,41
2137908,0,0,0,0,0,0,0,0,0,11,5,0,16,0,0,0,14,15,0,33
2137911,0,0,0,0,0,0,0,0,0,10,8,0,21,0,3,3,22,9,0,29
2137912,0,0,0,0,0,0,0,0,0,5,7,0,16,3,0,3,19,8,3,28
2137913,0,0,0,0,0,0,0,0,0,13,13,0,18,3,5,10,31,15,0,41
2137914,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,5,3,0,13
2137915,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,3
2137916,0,0,0,0,0,0,0,0,0,6,5,0,10,0,0,0,17,5,0,21
2137917,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,3,8,0,13
2137918,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,16,3,0,15
2137919,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,0,4
2137920,0,0,0,0,0,0,0,0,0,11,13,0,23,0,0,0,22,11,0,33
2137921,0,0,0,0,0,0,0,0,0,8,9,0,14,4,0,4,18,5,0,28
2137922,0,0,0,0,0,0,0,0,3,11,14,3,28,3,0,3,28,11,0,37
2137923,0,0,0,0,0,0,0,0,0,3,6,0,13,0,0,3,16,6,0,24
2137924,0,0,0,0,0,0,0,0,0,4,5,3,17,0,3,3,20,8,0,24
2137925,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,4,0,15
2137926,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,0,6,9,0,9
2137927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,8
2137928,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
2137929,0,0,0,0,0,0,0,0,0,9,9,0,15,0,0,0,15,3,0,14
2137930,0,0,0,0,0,0,0,0,0,5,3,3,15,0,0,0,19,10,0,28
2137931,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,12,7,0,21
2137932,0,0,0,0,0,0,0,0,0,6,5,0,16,4,0,5,15,19,0,36
2137933,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,3,0,8
2137934,0,0,0,0,0,0,0,0,0,12,8,0,16,0,0,0,16,3,0,19
2137935,0,0,0,0,0,0,0,0,0,9,4,0,15,0,0,0,11,7,0,18
2137936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
2137937,0,5,0,0,0,5,0,0,7,7,8,0,13,0,0,0,17,6,0,26
2137938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137939,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,5,0,12
2137940,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
2137941,0,0,0,0,0,0,0,0,0,5,13,0,14,3,0,3,18,5,0,21
2137942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2137943,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,7,18,0,24
2137944,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,11,4,0,14
2137945,0,0,0,0,0,0,0,0,0,10,8,3,15,0,0,3,17,6,0,24
2137946,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,10,10,0,20
2137947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2137948,0,0,0,0,0,0,0,0,0,7,5,0,9,0,0,0,12,12,0,25
2137949,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,6,3,0,12
2137950,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,15,3,0,17
2138001,0,0,0,0,0,0,0,0,0,3,4,0,12,0,0,0,12,3,0,12
2138002,0,0,0,0,0,0,0,0,0,3,6,0,11,0,0,0,11,14,0,22
2138003,0,0,0,0,0,0,0,0,0,4,8,0,15,0,0,0,15,11,0,23
2138004,0,0,0,0,0,0,0,3,4,7,7,0,16,0,0,0,16,11,3,34
2138005,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,11,3,0,13
2138006,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,3,0,16
2138007,0,0,0,0,0,0,0,0,0,5,4,0,6,0,0,0,6,3,0,10
2138008,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,4,14,6,0,22
2138009,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
2138010,0,0,0,0,0,0,0,0,0,5,3,0,6,0,0,0,10,7,0,15
2138011,0,0,0,0,0,0,0,0,0,6,6,0,11,0,0,3,17,12,0,28
2138012,0,0,0,0,0,0,0,0,0,8,8,0,13,0,0,0,19,11,0,28
2138013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138014,0,0,0,0,0,0,0,0,0,4,4,0,10,0,0,0,16,3,0,15
2138015,0,0,0,0,0,0,0,0,0,3,3,0,8,0,0,0,8,0,0,14
2138016,0,0,0,0,0,0,0,0,0,6,8,3,15,0,0,0,19,8,0,21
2138017,0,3,0,0,0,3,0,0,3,0,6,0,10,0,0,0,10,0,0,7
2138018,0,0,0,0,0,0,0,0,0,10,10,0,23,3,0,3,26,9,0,34
2138019,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,13,3,0,16
2138020,0,0,0,0,0,0,0,0,0,10,4,0,15,0,0,0,12,6,0,22
2138021,0,0,0,0,0,0,0,0,0,7,10,0,12,0,0,3,18,14,0,26
2138022,0,0,0,0,0,0,0,0,0,10,6,0,20,0,0,0,20,10,0,24
2138023,0,0,0,0,0,0,0,0,0,10,12,0,22,0,3,3,25,14,0,33
2138024,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,10,7,0,13
2138025,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,10,0,0,9
2138026,0,0,0,0,0,0,0,0,0,8,7,0,22,0,0,0,22,4,0,25
2138027,0,0,0,0,0,0,0,0,0,9,6,0,14,0,0,0,15,0,0,21
2138028,0,0,0,0,0,0,0,0,0,6,0,0,7,0,0,3,10,8,0,15
2138029,0,0,0,0,0,0,0,0,0,8,7,0,17,0,0,0,17,10,0,25
2138030,0,0,0,0,0,0,0,0,0,8,5,0,9,0,0,0,9,8,0,17
2138031,0,0,0,0,0,0,0,0,0,6,3,0,10,0,0,0,16,8,0,22
2138032,0,0,0,0,0,0,0,0,0,8,6,0,13,0,0,0,13,3,0,18
2138033,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,6,0,0,15
2138034,0,0,0,0,0,0,0,0,0,19,12,0,29,0,0,0,33,14,0,50
2138035,0,0,0,0,0,0,0,0,0,5,13,0,19,0,0,0,19,5,0,24
2138036,0,0,0,0,0,0,0,0,3,4,13,0,16,0,0,3,18,7,0,28
2138037,0,0,0,0,0,0,0,0,0,4,8,0,13,0,0,0,13,4,0,15
2138038,0,0,0,0,0,0,0,0,0,11,6,3,17,0,0,0,21,5,0,20
2138039,0,0,0,0,0,0,0,0,0,3,4,0,8,0,0,0,7,3,0,12
2138040,0,0,0,0,0,0,0,0,0,8,3,0,15,0,0,0,19,5,0,20
2138041,0,0,0,0,0,0,0,0,0,3,7,0,13,0,0,0,13,3,0,20
2138042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2138043,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,9
2138044,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4
2138045,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,11
2138046,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,11,7,0,20
2138047,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,6
2138048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138049,0,0,0,0,0,0,0,0,0,12,17,0,27,0,0,0,29,29,0,62
2138050,0,0,0,0,0,0,0,0,0,7,3,0,14,0,0,0,12,17,0,27
2138051,0,0,0,0,0,0,0,0,0,8,3,3,16,0,0,0,14,3,0,23
2138052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138053,0,0,0,0,0,0,0,0,0,3,14,0,15,0,4,4,18,14,0,36
2138054,0,0,0,0,0,0,0,0,0,4,9,0,14,0,0,0,14,16,0,33
2138055,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,6,0,0,10
2138056,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,7,4,0,12
2138057,0,0,0,0,0,0,0,0,3,13,3,0,12,0,0,0,16,12,0,25
2138058,0,0,0,0,0,0,0,0,0,14,10,0,27,0,0,0,25,10,0,33
2138059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138101,0,0,0,0,0,0,0,0,0,8,3,0,9,0,0,0,15,8,0,19
2138102,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,5
2138103,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,14,0,0,15
2138104,0,0,0,0,0,0,0,0,0,4,3,0,11,0,0,0,11,0,0,13
2138105,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,5
2138106,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,0,0,11
2138107,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,3,0,9
2138108,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,4,3,0,13
2138109,0,0,0,0,0,0,0,0,0,3,3,0,11,0,0,0,11,5,0,15
2138110,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,3,0,7
2138111,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,9
2138112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4
2138113,0,0,0,0,0,0,0,0,0,9,0,0,8,0,0,0,8,3,0,16
2138114,0,0,0,0,0,0,0,0,0,3,4,0,15,0,0,0,15,0,0,12
2138115,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,5,0,14
2138116,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5
2138117,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,4
2138118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,8
2138119,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5
2138120,0,0,0,0,0,0,0,0,0,7,3,0,13,0,0,0,13,10,0,19
2138121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138122,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,7
2138123,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,5
2138124,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,8,0,14
2138125,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,4,0,10
2138126,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,0,11
2138127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138129,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
2138130,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,3,0,7
2138131,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,3,0,10
2138132,0,0,0,0,0,0,0,0,0,9,6,0,12,0,0,0,15,6,0,23
2138133,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,0,0,10
2138134,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,6,0,9
2138135,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,3,0,15
2138136,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,7,4,0,5
2138137,0,0,0,0,0,0,0,0,3,7,7,0,13,0,0,0,13,6,0,15
2138138,0,0,0,0,0,0,0,0,0,14,9,0,25,0,0,3,29,18,0,47
2138139,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,5,3,0,7
2138140,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,0,7,0,0,5
2138141,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,4,0,12
2138142,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4
2138143,0,0,0,0,0,0,0,0,0,6,7,0,11,0,0,0,11,10,0,22
2138144,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,8,0,0,8
2138201,0,0,0,0,0,0,0,0,0,5,7,0,15,0,0,0,15,3,0,17
2138202,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,0,0,9
2138203,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,10,3,0,17
2138204,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,7
2138205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2138206,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,0,0,7
2138207,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3
2138208,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,8,0,0,8
2138209,0,0,0,0,0,0,0,0,0,6,4,0,13,0,0,0,13,3,0,16
2138210,0,0,0,0,0,0,0,0,0,9,4,0,8,0,0,0,8,3,0,11
2138211,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,10,9,0,15
2138212,0,0,0,0,0,0,0,0,0,6,14,0,22,0,0,0,22,7,0,23
2138213,0,0,0,0,0,0,0,0,0,9,7,0,13,0,0,0,13,3,0,10
2138214,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3
2138215,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,5,0,0,7
